col/color04/1-FullIns_3.col,color04,1.18,OLD
col/color04/1-FullIns_4.col,color04,2.85,OLD
col/color04/1-FullIns_5.col,color04,600,OLD
col/color04/1-Insertions_4.col,color04,2.73,OLD
col/color04/1-Insertions_5.col,color04,10.77,OLD
col/color04/1-Insertions_6.col,color04,600,OLD
col/color04/2-FullIns_3.col,color04,1.25,OLD
col/color04/2-FullIns_4.col,color04,9.72,OLD
col/color04/2-FullIns_5.col,color04,600,OLD
col/color04/2-Insertions_3.col,color04,1.37,OLD
col/color04/2-Insertions_4.col,color04,1.99,OLD
col/color04/2-Insertions_5.col,color04,600,OLD
col/color04/3-FullIns_3.col,color04,2.07,OLD
col/color04/3-FullIns_4.col,color04,600,OLD
col/color04/3-FullIns_5.col,color04,600,OLD
col/color04/3-Insertions_3.col,color04,1.34,OLD
col/color04/3-Insertions_4.col,color04,12.42,OLD
col/color04/3-Insertions_5.col,color04,600,OLD
col/color04/4-FullIns_3.col,color04,2.99,OLD
col/color04/4-FullIns_4.col,color04,600,OLD
col/color04/4-FullIns_5.col,color04,600,OLD
col/color04/4-Insertions_3.col,color04,1.83,OLD
col/color04/4-Insertions_4.col,color04,32.16,OLD
col/color04/5-FullIns_3.col,color04,10.52,OLD
col/color04/5-FullIns_4.col,color04,600,OLD
col/color04/abb313GPIA.col,color04,600,OLD
col/color04/anna.col,color04,0.49,OLD
col/color04/ash331GPIA.col,color04,0.87,OLD
col/color04/ash608GPIA.col,color04,1.13,OLD
col/color04/ash958GPIA.col,color04,1.28,OLD
col/color04/david.col,color04,0.48,OLD
col/color04/DSJC1000.1.col,color04,16.16,OLD
col/color04/DSJC1000.5.col,color04,41.58,OLD
col/color04/DSJC1000.9.col,color04,76.93,OLD
col/color04/DSJC125.1.col,color04,2.09,OLD
col/color04/DSJC125.5.col,color04,4.42,OLD
col/color04/DSJC125.9.col,color04,5.93,OLD
col/color04/DSJC250.1.col,color04,5.18,OLD
col/color04/DSJC250.5.col,color04,8.36,OLD
col/color04/DSJC250.9.col,color04,9.88,OLD
col/color04/DSJC500.1.col,color04,8.34,OLD
col/color04/DSJC500.5.col,color04,13.75,OLD
col/color04/DSJC500.9.col,color04,18.77,OLD
col/color04/DSJR500.1.col,color04,12.81,OLD
col/color04/DSJR500.1c.col,color04,26.79,OLD
col/color04/DSJR500.5.col,color04,11.76,OLD
col/color04/fpsol2.i.1.col,color04,21.71,OLD
col/color04/fpsol2.i.2.col,color04,600,OLD
col/color04/fpsol2.i.3.col,color04,600,OLD
col/color04/games120.col,color04,2.95,OLD
col/color04/homer.col,color04,0.68,OLD
col/color04/huck.col,color04,0.46,OLD
col/color04/inithx.i.1.col,color04,600,OLD
col/color04/inithx.i.2.col,color04,600,OLD
col/color04/inithx.i.3.col,color04,600,OLD
col/color04/jean.col,color04,0.46,OLD
col/color04/latin_square_10.col,color04,47.05,OLD
col/color04/le450_15a.col,color04,7.29,OLD
col/color04/le450_15b.col,color04,1.06,OLD
col/color04/le450_15c.col,color04,10.32,OLD
col/color04/le450_15d.col,color04,9.16,OLD
col/color04/le450_25a.col,color04,7.02,OLD
col/color04/le450_25b.col,color04,6.72,OLD
col/color04/le450_25c.col,color04,8.21,OLD
col/color04/le450_25d.col,color04,9.31,OLD
col/color04/le450_5a.col,color04,5.67,OLD
col/color04/le450_5b.col,color04,6.03,OLD
col/color04/le450_5c.col,color04,7.98,OLD
col/color04/le450_5d.col,color04,6.73,OLD
col/color04/miles1000.col,color04,3.94,OLD
col/color04/miles1500.col,color04,5.85,OLD
col/color04/miles250.col,color04,0.48,OLD
col/color04/miles500.col,color04,6.45,OLD
col/color04/miles750.col,color04,4.01,OLD
col/color04/mug100_1.col,color04,1.7,OLD
col/color04/mug100_25.col,color04,1.59,OLD
col/color04/mug88_1.col,color04,2.5,OLD
col/color04/mug88_25.col,color04,1.56,OLD
col/color04/mulsol.i.1.col,color04,6.71,OLD
col/color04/mulsol.i.2.col,color04,600,OLD
col/color04/mulsol.i.3.col,color04,600,OLD
col/color04/mulsol.i.4.col,color04,600,OLD
col/color04/mulsol.i.5.col,color04,600,OLD
col/color04/myciel3.col,color04,0.71,OLD
col/color04/myciel4.col,color04,1.01,OLD
col/color04/myciel5.col,color04,1.37,OLD
col/color04/myciel6.col,color04,2.86,OLD
col/color04/myciel7.col,color04,26.74,OLD
col/color04/qg.order100.col,color04,262.58,OLD
col/color04/qg.order30.col,color04,11.99,OLD
col/color04/qg.order40.col,color04,17.63,OLD
col/color04/qg.order60.col,color04,58.29,OLD
col/color04/queen10_10.col,color04,3.1,OLD
col/color04/queen11_11.col,color04,3.12,OLD
col/color04/queen12_12.col,color04,4.05,OLD
col/color04/queen13_13.col,color04,4.4,OLD
col/color04/queen14_14.col,color04,4.44,OLD
col/color04/queen15_15.col,color04,5.21,OLD
col/color04/queen16_16.col,color04,5.58,OLD
col/color04/queen5_5.col,color04,1.08,OLD
col/color04/queen6_6.col,color04,1.24,OLD
col/color04/queen7_7.col,color04,1.49,OLD
col/color04/queen8_12.col,color04,2.89,OLD
col/color04/queen8_8.col,color04,2.24,OLD
col/color04/queen9_9.col,color04,2.76,OLD
col/color04/school1.col,color04,2.03,OLD
col/color04/school1_nsh.col,color04,1.56,OLD
col/color04/wap01a.col,color04,600,OLD
col/color04/wap02a.col,color04,600,OLD
col/color04/wap03a.col,color04,600,OLD
col/color04/wap04a.col,color04,600,OLD
col/color04/wap05a.col,color04,16.56,OLD
col/color04/wap06a.col,color04,45.78,OLD
col/color04/wap07a.col,color04,26.66,OLD
col/color04/wap08a.col,color04,30.48,OLD
col/color04/will199GPIA.col,color04,8.43,OLD
col/color04/zeroin.i.1.col,color04,6.2,OLD
col/color04/zeroin.i.2.col,color04,600,OLD
col/color04/zeroin.i.3.col,color04,600,OLD
col/color04/1-FullIns_3.col,color04,1.03,NEW
col/color04/1-FullIns_4.col,color04,1.71,NEW
col/color04/1-FullIns_5.col,color04,4.29,NEW
col/color04/1-Insertions_4.col,color04,1.32,NEW
col/color04/1-Insertions_5.col,color04,3.35,NEW
col/color04/1-Insertions_6.col,color04,10.18,NEW
col/color04/2-FullIns_3.col,color04,1.48,NEW
col/color04/2-FullIns_4.col,color04,3.42,NEW
col/color04/2-FullIns_5.col,color04,10.66,NEW
col/color04/2-Insertions_3.col,color04,1.12,NEW
col/color04/2-Insertions_4.col,color04,1.93,NEW
col/color04/2-Insertions_5.col,color04,6.25,NEW
col/color04/3-FullIns_3.col,color04,1.9,NEW
col/color04/3-FullIns_4.col,color04,6.33,NEW
col/color04/3-FullIns_5.col,color04,101.8,NEW
col/color04/3-Insertions_3.col,color04,1.37,NEW
col/color04/3-Insertions_4.col,color04,2.94,NEW
col/color04/3-Insertions_5.col,color04,16.6,NEW
col/color04/4-FullIns_3.col,color04,2,NEW
col/color04/4-FullIns_4.col,color04,6.55,NEW
col/color04/4-FullIns_5.col,color04,600,NEW
col/color04/4-Insertions_3.col,color04,1.48,NEW
col/color04/4-Insertions_4.col,color04,5.64,NEW
col/color04/5-FullIns_3.col,color04,3.06,NEW
col/color04/5-FullIns_4.col,color04,10.28,NEW
col/color04/abb313GPIA.col,color04,32.09,NEW
col/color04/anna.col,color04,0.48,NEW
col/color04/ash331GPIA.col,color04,0.87,NEW
col/color04/ash608GPIA.col,color04,1.07,NEW
col/color04/ash958GPIA.col,color04,1.3,NEW
col/color04/david.col,color04,0.45,NEW
col/color04/DSJC1000.1.col,color04,10.69,NEW
col/color04/DSJC1000.5.col,color04,31.28,NEW
col/color04/DSJC1000.9.col,color04,59.42,NEW
col/color04/DSJC125.1.col,color04,1.75,NEW
col/color04/DSJC125.5.col,color04,3.96,NEW
col/color04/DSJC125.9.col,color04,4.97,NEW
col/color04/DSJC250.1.col,color04,4.18,NEW
col/color04/DSJC250.5.col,color04,8.95,NEW
col/color04/DSJC250.9.col,color04,8.76,NEW
col/color04/DSJC500.1.col,color04,6.95,NEW
col/color04/DSJC500.5.col,color04,13.34,NEW
col/color04/DSJC500.9.col,color04,16.39,NEW
col/color04/DSJR500.1.col,color04,5.31,NEW
col/color04/DSJR500.1c.col,color04,20.23,NEW
col/color04/DSJR500.5.col,color04,10.91,NEW
col/color04/fpsol2.i.1.col,color04,9.95,NEW
col/color04/fpsol2.i.2.col,color04,600,NEW
col/color04/fpsol2.i.3.col,color04,600,NEW
col/color04/games120.col,color04,3,NEW
col/color04/homer.col,color04,0.66,NEW
col/color04/huck.col,color04,0.45,NEW
col/color04/inithx.i.1.col,color04,600,NEW
col/color04/inithx.i.2.col,color04,600,NEW
col/color04/inithx.i.3.col,color04,600,NEW
col/color04/jean.col,color04,0.44,NEW
col/color04/latin_square_10.col,color04,39.4,NEW
col/color04/le450_15a.col,color04,6.55,NEW
col/color04/le450_15b.col,color04,1.11,NEW
col/color04/le450_15c.col,color04,7.64,NEW
col/color04/le450_15d.col,color04,7.42,NEW
col/color04/le450_25a.col,color04,5.84,NEW
col/color04/le450_25b.col,color04,6.26,NEW
col/color04/le450_25c.col,color04,7.95,NEW
col/color04/le450_25d.col,color04,8.81,NEW
col/color04/le450_5a.col,color04,5.01,NEW
col/color04/le450_5b.col,color04,5.31,NEW
col/color04/le450_5c.col,color04,6.17,NEW
col/color04/le450_5d.col,color04,6.91,NEW
col/color04/miles1000.col,color04,3.87,NEW
col/color04/miles1500.col,color04,4.79,NEW
col/color04/miles250.col,color04,0.48,NEW
col/color04/miles500.col,color04,3.11,NEW
col/color04/miles750.col,color04,3.13,NEW
col/color04/mug100_1.col,color04,2.1,NEW
col/color04/mug100_25.col,color04,2.1,NEW
col/color04/mug88_1.col,color04,2.95,NEW
col/color04/mug88_25.col,color04,1.87,NEW
col/color04/mulsol.i.1.col,color04,5.24,NEW
col/color04/mulsol.i.2.col,color04,600,NEW
col/color04/mulsol.i.3.col,color04,600,NEW
col/color04/mulsol.i.4.col,color04,600,NEW
col/color04/mulsol.i.5.col,color04,600,NEW
col/color04/myciel3.col,color04,0.66,NEW
col/color04/myciel4.col,color04,0.84,NEW
col/color04/myciel5.col,color04,1.31,NEW
col/color04/myciel6.col,color04,2.11,NEW
col/color04/myciel7.col,color04,3.85,NEW
col/color04/qg.order100.col,color04,90.64,NEW
col/color04/qg.order30.col,color04,8.6,NEW
col/color04/qg.order40.col,color04,14.04,NEW
col/color04/qg.order60.col,color04,31.12,NEW
col/color04/queen10_10.col,color04,2.52,NEW
col/color04/queen11_11.col,color04,2.86,NEW
col/color04/queen12_12.col,color04,3.22,NEW
col/color04/queen13_13.col,color04,3.77,NEW
col/color04/queen14_14.col,color04,4.12,NEW
col/color04/queen15_15.col,color04,4.8,NEW
col/color04/queen16_16.col,color04,5.41,NEW
col/color04/queen5_5.col,color04,1.02,NEW
col/color04/queen6_6.col,color04,1.24,NEW
col/color04/queen7_7.col,color04,1.46,NEW
col/color04/queen8_12.col,color04,2.59,NEW
col/color04/queen8_8.col,color04,1.82,NEW
col/color04/queen9_9.col,color04,1.95,NEW
col/color04/school1.col,color04,2.04,NEW
col/color04/school1_nsh.col,color04,1.57,NEW
col/color04/wap01a.col,color04,24.85,NEW
col/color04/wap02a.col,color04,20.2,NEW
col/color04/wap03a.col,color04,33.94,NEW
col/color04/wap04a.col,color04,56.73,NEW
col/color04/wap05a.col,color04,11.6,NEW
col/color04/wap06a.col,color04,11.65,NEW
col/color04/wap07a.col,color04,15.59,NEW
col/color04/wap08a.col,color04,15.63,NEW
col/color04/will199GPIA.col,color04,5.73,NEW
col/color04/zeroin.i.1.col,color04,5.15,NEW
col/color04/zeroin.i.2.col,color04,600,NEW
col/color04/zeroin.i.3.col,color04,600,NEW